text,actual_label,predicted_label,prob_negative,prob_neutral,prob_positive,is_correct
india well cant join server tried trick worked please mojang fix,neutral,neutral,0.06471248042239525,0.8934374099387069,0.041850109638897764,True
cant creating world,neutral,neutral,0.03097453159151013,0.7872996839190087,0.18172578448948107,True
installed phone jab mera phone new ha mean sars permission allowed kara hu pair bhi neaahiiiiii hoooooo raha,negative,negative,0.662866777853022,0.18460589654279355,0.15252732560418455,True
best game ever played,positive,positive,0.002583717030555313,6.94407901523913e-06,0.9974093388904295,True
finally got phone work guy released beta version stable channel star beta version longer stable channel,neutral,neutral,0.024918784419585,0.9690703542255258,0.006010861354889103,True
make minecraft like social medium mean message option many thing,positive,positive,0.3720793053542459,0.0644607468433296,0.5634599478024247,True
wow,positive,positive,0.0232567517803974,0.010637905554791991,0.9661053426648105,True
nice game like development going good game,positive,positive,0.008501913563490381,7.243902373686826e-08,0.9914980139974859,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
mine kraft,neutral,neutral,0.006518793235235915,0.9777610904990709,0.01572011626569333,True
please fix lag,neutral,neutral,0.03550900619242314,0.9508797707135462,0.013611223094030397,True
fun offline game play plane also online,negative,negative,0.5519460329275877,0.0016056679122757682,0.4464482991601364,True
hey mojang buyer fan game minecraft also old player minecraft deleted minecraft download new version play store downloading signing add fav server problem connect automatically disconnected server please solve problem please,negative,negative,0.7378286657878157,0.041580062209353216,0.22059127200283102,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
bestest game ever played soookooon,negative,negative,0.9855923939167438,0.00010283011790182126,0.014304775965354389,True
opz firt great news ipooohu hehe,positive,positive,1.6126300340731468e-07,1.926759215780365e-07,0.999999646061075,True
dont play minecraft ena karta pariksha dhyan devay,neutral,neutral,0.031698061197396765,0.9155013761796021,0.052800562623001444,True
talented structure look good one thing like know shipwreck could use arent wreck abounded sea use map find one would cool thank,positive,positive,0.04716605776367134,0.031269260533193156,0.9215646817031354,True
hate download b time played italingtimeapgo download,negative,negative,0.8940787706279041,0.09722989564317425,0.008691333728921505,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
im downloafing game hope good free world game paid u see rating u need download game let play together,negative,negative,0.9680561410490487,0.0005204765431999762,0.031423382407751256,True
pace boyyy,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
pay rupee,neutral,neutral,0.03745547388823483,0.9453857361378424,0.017158789973922662,True
cost money,neutral,neutral,0.08345340335448265,0.8610987004812668,0.05544789616425058,True
fire game,negative,negative,0.965199825088193,0.0036758607806492874,0.031124314131157675,True
cant join server mojang pls fix,neutral,neutral,0.026430072714787402,0.9524514513424571,0.02111847594275569,True
cant even download thats,neutral,neutral,0.02581865941033654,0.9431576395429804,0.031023701046683148,True
server working india plzzz fix,neutral,neutral,0.017975556605376832,0.9467380698309675,0.03528637356365584,True
bhadiya hai,neutral,neutral,0.04389456966289905,0.9341128470244506,0.02199258331265038,True
bad game cant play map download form app,negative,negative,0.9987064262760881,0.000213676617223226,0.0010798971066887351,True
im using new controlsforgot called u pls seperate crouch buttonwhen flying like want place block top chest flying cant,positive,negative,0.5746977778144541,0.185854974053448,0.23944724813209786,False
nice game creative also,positive,positive,8.606412077732793e-07,4.3006884353184486e-07,0.9999987092899487,True
bhot pyaar game haa,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
laggy,neutral,neutral,0.49410586352636104,0.45962724166209473,0.04626689481154418,True
goood,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
adverture,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
need fps unlock ray tracing unlock,neutral,neutral,0.02502268730422867,0.9052618495048766,0.06971546319089453,True
best game mojang thanks,positive,positive,3.596678242578062e-06,1.8011860072485328e-06,0.9999946021357501,True
love minecraft definitely good gameyou definitely download gameits really goodhave good dayoh god dont hurt,positive,positive,1.6247873010160595e-07,1.635701828456798e-07,0.999999673951087,True
good creative,positive,positive,4.491199355530367e-12,4.426583792287268e-12,0.9999999999910821,True
good child family member family member good family ok good night god best wish family member hai ok good morning ever family time india cricket match morning tomorrow morning morning good morning sir good come time time time time family member child life good going food,positive,positive,8.974372480575322e-09,6.035403630428683e-09,0.999999984990224,True
favourite game,negative,negative,0.9998736007568578,3.2403598084064973e-06,0.00012315888333401176,True
minded game like crators also real java like ui minecraft bedrock,negative,negative,0.8649067821231529,0.029676835419895436,0.10541638245695169,True
bad game payment karke bhi install nahi ho raha kitne dinose try kar raha hu,negative,negative,0.9939930486135236,0.0023992123761507078,0.0036077390103257524,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
love game build make world yeah everything little problem going friend join moment kick dont know please fix problem every pm kick whole game app,negative,negative,0.9592469323463907,0.0028857972385622835,0.03786727041504718,True
cool interesting game,positive,positive,0.055339058549920564,7.741081799078923e-05,0.9445835306320888,True
rename back,neutral,neutral,0.05790940431355263,0.9152900950879986,0.026800500598448535,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
game soo fun im addicted cubecraft server minecraft,negative,negative,0.8275060576628736,0.02649065005691382,0.14600329228021267,True
good love,positive,positive,3.487840236030532e-14,3.296962128645257e-14,0.9999999999999322,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
bhi mera installe hua hai jiske karan apne friend jo minecraft hai unke sath nahi kel pa raha hu,neutral,neutral,0.04869033575667348,0.9274880060720118,0.02382165817131451,True
bad,negative,negative,0.9998522806837217,3.494508025906707e-05,0.00011277423601935978,True
cant even sign wth,neutral,neutral,0.04474075838038451,0.9428442157687849,0.012415025850830742,True
worth even paid game surely recommend try careful addictive atleast see low end device gb ram game work ok recommended setting also telling pls play external storage might need delete game due various type bug beside surely recommend try game,negative,negative,0.9539754614500459,0.0009613566451378168,0.04506318190481635,True
minecraft always going good game everybody literally made everyone make idea come true thank minecraft turn make idea come right way,positive,negative,0.5832050859944408,0.03321281992276518,0.3835820940827939,False
sloww,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
ive got new oppo game refresh rate capped fps screen hz pls fix almost game phone editfixed problem going back samsung,negative,negative,0.9891492368039112,0.0001417682146983326,0.010708994981390357,True
fantastic game fantastic fan definitely download game,neutral,neutral,0.029317745963053175,0.9255237265567308,0.045158527480215996,True
sui,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
really good game love minecraft favorite game roblox hope guy really good friend,positive,positive,6.161631285210567e-07,3.076278143619275e-07,0.999999076209057,True
game best survival game infinite creativity one request developer please make torch light hand help mining,positive,positive,0.3975688123396217,0.0014381184379800322,0.6009930692223984,True
issue cant install mobile,neutral,neutral,0.04071369349709131,0.9085058316884089,0.05078047481450019,True
good app,positive,positive,5.2057966146656804e-08,5.759336916381871e-08,0.9999998903486648,True
enter world see white glass conver black glass water colour changed black water colour installed resource pack anouther pack face issue please response fix issue,negative,negative,0.589414165107582,0.13792325454257315,0.2726625803498448,True
downloaded hardcore listen there new update new biom new entity hardcore bedrock,positive,positive,0.4538149727252914,0.0033246729861776095,0.5428603542885309,True
steve,neutral,neutral,0.03609393715643588,0.9453531348585098,0.018552927985054153,True
give game star game brilliant problem cant sign game whenever sign said try later please fix mojang,negative,negative,0.9996397954064419,1.2054147478463424e-05,0.00034815044607959636,True
minecraft op game,negative,negative,0.9891056962923788,0.0001115842273442674,0.010782719480277049,True
minecraft awesomest game ever,negative,negative,0.9706091284623133,0.0003834481412066675,0.02900742339647999,True
ekadam rapchik game hai mast,negative,negative,0.9854257728256169,0.005646095247541258,0.00892813192684182,True
added scp,neutral,neutral,0.009483206229937228,0.8240391388173003,0.16647765495276265,True
playing since beginning remember mc era,neutral,neutral,0.2118957631657494,0.6009169852952309,0.18718725153901955,True
love minecraft play minecraft java bedrock,positive,positive,0.013179319669117203,0.11142777034942435,0.8753929099814586,True
muy bueno,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
get beta wont let help,neutral,neutral,0.1999223433615583,0.7802740833303106,0.019803573308131133,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
new update good new skin thing horrible beta bugged,negative,positive,0.11139492049919097,0.00014006315075784827,0.888465016350051,False
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
w game pls add bedrock stuff like java,negative,negative,0.9789862976182641,0.013771757799963733,0.007241944581772362,True
phone ded spawned wither way minimise loading item fighting phone cant handle much one time,positive,neutral,0.41754534268153903,0.39860220545868347,0.1838524518597777,False
great time favorite mine fun easy play lot option wont play game complete control world game item fun event app great addition,positive,positive,1.4442168121704688e-06,7.207045423783357e-07,0.9999978350786454,True
bad game becauseti dissapeared,negative,negative,0.9999990273394432,5.242838736726392e-08,9.20232169400424e-07,True
best best game world,positive,positive,6.257424690995835e-13,3.1334553703867255e-13,0.999999999999061,True
year still like,neutral,neutral,0.11019306704804432,0.7364227580794501,0.1533841748725058,True
skin editor bugged boo,neutral,neutral,0.07923753867137522,0.8495356246890242,0.07122683663960057,True
minecraft cheap right good price thing get price,positive,positive,0.028019762465427783,0.019531504353139835,0.9524487331814325,True
l like game,negative,negative,0.9997379769202718,8.582824478594541e-08,0.0002619372514834872,True
getting downloaded,neutral,neutral,0.11889487236457756,0.8282572649029549,0.0528478627324677,True
game amazing may encounter bug crash game certain device main problem playing long time mainly device mainly console find absolutely great sandbox game survival additionally easy understand also complicated circuit system redstone letting create crazy contraption great building pallet block good hunger health plus mob system switch control setting,positive,positive,0.01631361751890365,7.043485690321176e-06,0.9836793389954062,True
dis nice game mist download dis game play friend,negative,negative,0.8902205681338019,2.1347414285155444e-05,0.10975808445191286,True
love minecraft letting change skin letting play friend even accessing marketplace connection say stable im mobile ive tried restarting phone signjng microsoft account even deleting reinstalling minecraft nothing worked please fix,positive,negative,0.6582216106379892,0.19030505035178735,0.15147333901022336,False
buggy experience terrible need improvement,negative,neutral,0.028081856889626035,0.9480176524942856,0.023900490616088566,False
app okay later kicked told restore app didnt enough space recently deleted bunch stuff finally got app back wouldnt stop glitching screen would turn white glitching square couldnt see anything tried playing game super messed block barley showing like texture wasnt character floating top half face im upset,positive,negative,0.9454377417347775,0.037509101303215865,0.01705315696200687,False
beta tester game showing running beta version plz resolve problem soon possible thank,negative,negative,0.8153799097173647,0.13423357049511148,0.050386519787524085,True
minecraft one greatest game ever released something suit every play style whether enjoy fighting building anything else there something truly phenomenal game amazing,positive,negative,0.4809228350814689,0.0008726961545702032,0.5182044687639613,False
gu,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
love game like whole world chromebooks lag way much every min crash world data crash faster please fix,positive,negative,0.6091769710552785,0.06718641615111941,0.32363661279360223,False
new dpad made unplayable,negative,negative,0.5795267853920929,0.04312405291292986,0.3773491616949773,True
video game visit comeback play year first video game adult money,negative,negative,0.8965387027583803,0.00021615082487760952,0.10324514641674187,True
hey beta version whenever install game show beta dont want beta version please resolve problem,negative,negative,0.8214031313998285,0.13820219169938888,0.04039467690078268,True
ive always loved minecraft right game keep crashing app fully updated phone plenty storage space left wont stop crashing id better playing different platform bedrock minecraft waste money edit still bad except crashing everytime anything game garbage kind sad looking back used genuinely want refund doubt ill get one,negative,negative,0.8981052052853781,0.0004924676838829404,0.10140232703073883,True
fun,positive,positive,0.02219351467491086,0.0017855661456461737,0.9760209191794429,True
game cool game free,negative,negative,0.8998496400330251,1.5685692607194023e-05,0.10013467427436744,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
kark game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
didnt change name thanks peenix sc,positive,neutral,0.03618039797031732,0.9037014772575169,0.060118124772165306,False
keep terrarium like boss,neutral,neutral,0.08323420638223916,0.7953394546052701,0.12142633901249085,True
describe insane cool,negative,positive,0.08914433202602373,0.07846940200680262,0.8323862659671736,False
complain got better star back starsi lying best game everbut kinda new update bcz cant join faviourite server bcz ithey old version,positive,positive,0.01358093543341556,5.871564118260711e-06,0.9864131930024662,True
goood,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
good game given star working device showing capable,positive,positive,0.19168853582315254,0.001707789371465109,0.8066036748053823,True
game time can forget memory made game friend,negative,negative,0.9557513345619296,0.0008921843374405636,0.043356481100629896,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
goat,neutral,neutral,0.02517365326176321,0.9487960431553606,0.026030303582876484,True
graph best game bob like dragged important go back real life go,positive,positive,0.09296960189717747,0.006058830793317896,0.9009715673095046,True
hey mojang bought minecraft pe facing huge problem connecting server except lifeboat please solve problem friend also bought unable play server except please help soon possible,negative,negative,0.7322486909240618,0.21581292966892623,0.05193837940701174,True
best play friend,positive,positive,5.559392452447962e-06,0.002052380343533195,0.9979420602640143,True
tried time game downloading,negative,negative,0.9744920661379299,0.00553481339483791,0.019973120467232135,True
mind craft pocket edition ke sarvar nahin chal rahe hain wifi connect karne se solution please mujhe,neutral,neutral,0.035109731794408724,0.9381201259456355,0.026770142259955783,True
download problem money data waste,negative,negative,0.8709998298540552,0.11816006607381212,0.010840104072132898,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
thankyou game time get idea create game,negative,negative,0.9993260928011006,8.418434666024738e-06,0.0006654887642334219,True
dreamybull,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
addicted,negative,neutral,0.20972320027789512,0.7680465525718557,0.022230247150248957,False
good game really fun sure word list best game top,positive,positive,0.0020950901115233318,6.767370946316666e-08,0.9979048422147672,True
think minecraft really fun game creative survival usually creative favorite build whatever want survival think perfect anyone like survival game building combined one idea could build creative building rollercoaster fun easy way build whole theme park still creative fun,positive,positive,0.0035122542456556584,1.4502713830729623e-05,0.9964732430405137,True
veryyyyyyyy nice game playing minecraft past several year absolutely amazing,positive,positive,0.013884742663890457,0.0004470849373988742,0.9856681723987105,True
wither storm please sdd,neutral,neutral,0.03208314077995137,0.94463528814584,0.02328157107420864,True
first downloaded itit boring fun,negative,negative,0.7779001494703994,0.006314682661784238,0.21578516786781632,True
let make bottle enchanting,neutral,neutral,0.027369775413490987,0.9404784441944339,0.03215178039207507,True
game cool every time delete time wouldnt wake dont delete second time third time dont delete cause cant get,negative,negative,0.9045201140454278,0.046413995890875165,0.04906589006369719,True
bast game,negative,negative,0.9989673325263889,0.00014937946462729965,0.0008832880089837017,True
cant join friend,neutral,neutral,0.023429229703884454,0.9496986171175148,0.026872153178600474,True
barely get play game unfortunately want play online something devs seem hardly familiar experience poor literally gotten worse time people work,negative,negative,0.9950219360196866,0.000801568415900715,0.0041764955644125945,True
childhood everyone childhood,neutral,neutral,0.12650168184974403,0.8131764876915399,0.060321830458716086,True
like,neutral,neutral,0.025263589890683173,0.9483066857898824,0.02642972431943433,True
good game isl,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
op op oppo pp p p p,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
game regardless update brings back nostalgic vibe truly got first minectaft game please find way ro remove beta screen interferes coordinate,negative,negative,0.9971071007635255,0.00015161910438045358,0.0027412801320940263,True
game cool,negative,negative,0.9329711926679765,3.6477700735346872e-06,0.06702515956194986,True
love,positive,positive,2.1176968970826474e-11,2.4913386168677654e-11,0.9999999999539096,True
microsoft,neutral,neutral,0.013845051742181027,0.9721590469772081,0.013995901280610784,True
change name back stop clickbaiting algorithm abuse youre minecraft god sake,neutral,neutral,0.05449489681486581,0.879594646198625,0.06591045698650895,True
want multipleplayer,neutral,neutral,0.029970709869190336,0.9267814619674366,0.043247828163373046,True
goooood game ever seen better game like freefire pupg gta,negative,negative,0.8202083548396587,7.97254479216882e-05,0.17971191971241968,True
less lag better,positive,positive,0.04517666933028646,0.023104822953059666,0.9317185077166539,True
really fun devs fix joystick mode mobile momentum also broken dont really recommend playing parkour map mobile minecraft,positive,positive,0.1727271432521462,0.0168994059411266,0.8103734508067271,True
unable download payment,negative,negative,0.9979015493492657,0.0008234828144297892,0.001274967836304688,True
problem world wandering trader spwaning survival world solution mojang please solve,neutral,neutral,0.08771148853000116,0.8846072244966958,0.027681286973303076,True
let play server friend,neutral,neutral,0.02007673810335485,0.9515406285944221,0.028382633302223303,True
game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
late done,negative,neutral,0.03591228535805135,0.9370762174566304,0.027011497185318447,False
mincraft install problem,neutral,neutral,0.045025254941491906,0.93697252336943,0.018002221689077988,True
ive playing year childhood game,negative,negative,0.915489858897431,0.005071505841086469,0.0794386352614828,True
favourite game time,negative,negative,0.9987741988727834,9.146104278358589e-05,0.0011343400844329864,True
mind blowing,neutral,neutral,0.0262002927361751,0.9372408901038544,0.03655881715997061,True
really like game,negative,negative,0.987850192286227,6.894991938457468e-05,0.012080857794388526,True
interesting game play family game,negative,negative,0.775681385325552,0.0003531374245081326,0.22396547724993987,True
love game,positive,positive,0.019933852700914335,2.1585727009510044e-07,0.9800659314418156,True
lot bug cant even open marketplace solution many bug often occurs cant sign stuff solution error game worst,negative,negative,0.7831080513913152,0.07156404475174807,0.14532790385693672,True
continuous crashing seemingly reason building house starting farm game crash reason crashing mention lag single player world even possible killed multiple time,negative,negative,0.9312749987145721,0.04647396562410082,0.02225103566132712,True
please make give u java edition,neutral,neutral,0.03243965881658971,0.9015525129373285,0.066007828246082,True
playing game many month updated world tried done upset play game,negative,negative,0.8201958461970518,0.0008979140328276605,0.17890623977012063,True
bad game downloading mojang,negative,negative,0.9998328693108588,2.4998459040387067e-06,0.00016463084323706823,True
try never leave dont forget try ur friend must try ur friend according one best mobile game ever played waiting future update want change,positive,positive,0.12861366981826716,0.0241967569183361,0.8471895732633968,True
minecraft favourite mobile game,negative,negative,0.9968666536365934,0.0006430091104976861,0.0024903372529086767,True
part life,neutral,neutral,0.49232809278223627,0.40368824603458087,0.10398366118318272,True
finnally bought game money cracked many time time bought sister,positive,negative,0.5728277346430046,0.00922803107929726,0.4179442342776979,False
error marketplace r l trigger double input p controller,neutral,neutral,0.03127586487621604,0.937647145516459,0.031076989607325207,True
add arch illager,neutral,neutral,0.013948407190481052,0.9517864106895287,0.03426518211999013,True
good game kid,positive,positive,0.0833711910797624,4.193994158445546e-05,0.9165868689786532,True
amazing,positive,positive,9.656970586239492e-08,1.1114649958655693e-07,0.9999997922837945,True
buy bc fun cause blocky buy skin download mod get stuff like shop kinda like texures cool mini game say give could get friend hive,positive,negative,0.8068539623144468,0.0026758123523432896,0.1904702253332098,False
thats game whole family play,negative,negative,0.8407961898547338,0.006558068457191919,0.15264574168807424,True
iam playing game love game,negative,negative,0.8677513559029406,2.8936568421256064e-05,0.13221970752863818,True
nais gema,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
minecraft best game hai,positive,positive,0.00429033192100169,9.320519423205153e-05,0.9956164628847665,True
die sind bezahlt nach installation kommt eine fehlermeldung beim drcken auf play leider bekomme ich keine ruckmeldung vom service und auch nicht da geld erstattet daher bi jetzt eher entuschend,neutral,neutral,0.06573269836306199,0.9154885290944113,0.018778772542526887,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
supar,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
reason disconnect server,neutral,neutral,0.023091449468435762,0.9313273183989292,0.0455812321326349,True
gene,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
game awsome purchase minecraft,negative,negative,0.8270467137582702,0.09857200054879292,0.07438128569293699,True
cant install game device samsung,negative,negative,0.9446871377430041,0.01903590829225877,0.036276953964736874,True
point,neutral,neutral,0.044974830139417284,0.6937950288043473,0.26123014105623527,True
nise,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
ofc og,neutral,neutral,0.01693103959753466,0.9610627425156147,0.0220062178868505,True
crafting diest work,neutral,neutral,0.011356338662978596,0.9796626832737361,0.00898097806328545,True
bestest,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
cant join server india seems unable join server every player phone seriously game good,negative,negative,0.7612793885456658,0.004495639930197976,0.23422497152413618,True
sexy game love daddy,positive,positive,0.019933852700914335,2.1585727009510044e-07,0.9800659314418156,True
make mic system like fire free,positive,neutral,0.005701153690289203,0.6239388372526377,0.3703600090570729,False
bahut maja aaya,neutral,neutral,0.028012628201314314,0.9420955346668605,0.029891837131825166,True
great game ive always loved,positive,positive,0.005167031420024133,1.607982432465283e-05,0.9948168887556513,True
download minecraft doesnt install phone problem,neutral,neutral,0.021302787284599257,0.965230089432871,0.01346712328252987,True
gracias por el modo hardcore lo estaba esperando,neutral,neutral,0.05753649594417541,0.8555526518741474,0.08691085218167731,True
worst worstgame,negative,negative,0.9963999110306299,0.0013340209565878443,0.002266068012782256,True
og game,negative,negative,0.9972686175649154,0.0006781736084984787,0.002053208826586256,True
game amazing play playstation xbox pc phone tablet endless possibility play friend play online hardcore survival creative defeat bos explorer endless world love game thanks mojang,positive,positive,0.008922657063591669,8.922943163804147e-05,0.9909881135047702,True
pale garden biome game rest fine,negative,negative,0.9873166706800345,0.0017506596034378569,0.010932669716527647,True
game good,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
internet went thought maybe play minecraft need internet play,neutral,neutral,0.04732351051037916,0.8879664497959289,0.06471003969369206,True
playing hole life thing dont like every time buy thing s problem,neutral,neutral,0.24885518281397628,0.7268979037673245,0.02424691341869908,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
aplikasi mantap sekali,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
terribly optimized ton lag bug,negative,neutral,0.05110198501345872,0.8859988224172116,0.0628991925693295,False
bahoot gajab app hai ye bhai log,neutral,neutral,0.0739218217610039,0.9014905907845363,0.02458758745445975,True
app intall problem cant download please help,neutral,neutral,0.019343533806163615,0.9661785410791744,0.014477925114661798,True
appcould better grwatest creation plamet earth ill never get,neutral,positive,0.10411474320607644,0.041009648735744406,0.8548756080581793,False
op game,negative,negative,0.9967952866054428,9.087153800023388e-06,0.0031956262407571373,True
think game insanely good keep crashing bracking still good game please fix wen thanks every update think fixed hope last time didnt please fix ill play may buy something maybe maybe know impossible make account ive tryed like time im almost done say dont see message sent myemailnot real please check youre junk folder im like wheres,negative,negative,0.7853683767923587,0.00017566035000507704,0.21445596285763638,True
cool phone,positive,positive,0.1066960032587938,0.05193374380179845,0.8413702529394078,True
bought additional texture emotes downloaded signed microsoft account access purchase anymore google told refund possible wth,neutral,neutral,0.08301705441862062,0.8777457811112896,0.03923716447008973,True
game turn,negative,negative,0.9993822316078439,2.16553754850004e-05,0.0005961130166710806,True
wrong moajang make game optimize used play gb ram mobile smoothly without shutter lag even though gb ram phone facing lag frame drop etc mention phone run genshin impact much smoother atleast minecraft fix,negative,negative,0.7761870272567102,0.07480549537899274,0.14900747736429695,True
game good cant install game dont know,negative,negative,0.8735817446251103,2.9041633741829128e-05,0.12638921374114806,True
love simulator game like favorite game,positive,positive,0.02141928055591353,2.879111470843463e-07,0.9785804315329393,True
sedang menunggu update khusus dukungan device spesifikasi rendah selain itu berikan update untuk handphone high end supaya tidak ada lag setiap beberapa detik sekali,positive,neutral,0.09886996628304094,0.7421908534989043,0.15893918021805475,False
fake hi,negative,neutral,0.4116434798131481,0.5329161604468771,0.055440359739974826,False
favourite,neutral,neutral,0.0385230400596628,0.9554919889512196,0.005984970989117684,True
much happy playing game,positive,positive,0.038934381440239425,3.772492639370151e-05,0.9610278936333666,True
gud game peace,negative,negative,0.9974394383898022,0.0005637258666254791,0.0019968357435724703,True
m beast game c love game game good,negative,positive,0.44720329903550265,1.3772123052500477e-06,0.5527953237521921,False
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
really love playing game whether summer winter raining droughting etc,positive,positive,0.06871233680450207,2.589363841353942e-05,0.9312617695570843,True
ahh noo,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
spend worth server joining login issue,positive,positive,0.03269846980123692,0.30065145530710585,0.6666500748916572,True
great game,positive,positive,0.0035463156911042988,1.1014628234800696e-06,0.9964525828460721,True
every single time download minecraft keep giving beta version even though im beta program,negative,neutral,0.3984812141260338,0.5585276254307036,0.04299116044326266,False
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
game good youtubers,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
lag little,negative,negative,0.8577850919403743,0.09763288114053807,0.04458202691908744,True
even buy minecraft getting license erroe,neutral,neutral,0.10420130630315487,0.859182442420894,0.03661625127595099,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
game best,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
maine paisa dekar mahindra bye kiya hai nahin chala fir aap kya doge wapas,neutral,neutral,0.17467560190280843,0.8057495157888349,0.01957488230835654,True
love game get rid baby zombie plz give star get rid,positive,negative,0.7819629523130878,0.010610767968957801,0.20742627971795416,False
minecraft server join disconnected please try solve game,negative,negative,0.7825377278128728,0.11429562203685964,0.10316665015026749,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
akdkkda,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
ni tenu dekh ke ji lagda,neutral,neutral,0.013955827927518446,0.9394753215381685,0.046568850534313075,True
new edit game crash reason reoccurring tap emote gif cause lag,negative,negative,0.8811731979514266,0.0065854924110856465,0.11224130963748782,True
please fix lag good phone still facing lag spike minecraft,positive,positive,0.12985522540853295,0.32365122803862345,0.5464935465528434,True
impossible get refund bought tower dungeon say downloading never saying day would highly suggest buy type addon game,negative,negative,0.8597639493960267,0.08774105406521351,0.05249499653875945,True
awesome,positive,positive,4.435155537669619e-05,0.0021491712179898845,0.9978064772266332,True
minecraft peace op game always give star,negative,negative,0.9575470270303041,0.004197598626934239,0.03825537434276145,True
hula huuuui,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
fevorate game minecraft,negative,negative,0.999713478432363,9.149843830739617e-08,0.00028643006919872575,True
make version beta version,neutral,neutral,0.01811368222871363,0.9415828689459081,0.04030344882537815,True
improve feature minecraft bed roof,neutral,neutral,0.15923479416080033,0.5980026394520167,0.24276256638718277,True
fun game,negative,negative,0.9662596850662476,0.000473009613001513,0.03326730532075088,True
dear indian gamers please give star game add ingame server connecting problem year cant connect server without using vpn please fix mojangyou guy bringing update game need fix issue first,negative,negative,0.9561543741487994,0.009656804445197818,0.0341888214060028,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
would give game star wasnt laggy even playing offline still lag like atleast make game optimise know microsoft love money optimise game theyre make money one like playing game optimise,negative,negative,0.9882593605429569,6.576303164771602e-05,0.011674876425395437,True
love creativity wish shaders could return,positive,positive,0.004318230461396143,0.034486542589471605,0.9611952269491322,True
favourite game minecraft buy karne ke baad bhi nahi ho rha hai infinix smart mobile,negative,negative,0.8550959956701258,0.12299495601736662,0.02190904831250741,True
majestic game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
nice game w game pls add chhota bheem,negative,negative,0.8058923379380388,0.00010543103472256427,0.1940022310272388,True
change name back,neutral,neutral,0.033625402902115985,0.9537534977032285,0.012621099394655562,True
