processed_text,label,dominant_topic,topic_confidence,topic_keywords
im fan creppers endermens,neutral,5,0.0073411922348564605,"minecraft, love, play, please, like"
muy bueno,neutral,5,7.478105740191324e-06,"minecraft, love, play, please, like"
delay entre tela e jogo mesmo se conectar um controles ainda se percebe um delay de pelo menos m tempo de resposta ao virar tela,neutral,5,0.00023310446973283402,"minecraft, love, play, please, like"
please add system like wear chestplate eltyra attach,neutral,5,0.04228059151224542,"minecraft, love, play, please, like"
oppppppp,neutral,1,0.0,"game, nice, like, favourite, fun"
rupee barbad kardiya abhi mai de raha hai money refund karde mera hutiya,neutral,5,0.00890445185082317,"minecraft, love, play, please, like"
bla bla,neutral,1,0.0,"game, nice, like, favourite, fun"
finally got masterpiece,neutral,5,0.002761351791559178,"minecraft, love, play, please, like"
gooooooodddddd,neutral,1,0.0,"game, nice, like, favourite, fun"
minecraft dragon dragon mujhe nahin mil raha hai,neutral,5,0.049159585538403903,"minecraft, love, play, please, like"
ohh,neutral,1,0.0,"game, nice, like, favourite, fun"
edit need voice chat feature smooth game lagging,neutral,1,0.02063203541073435,"game, nice, like, favourite, fun"
server join nhi ho paa rhe hai please fix aur msg ata hai saeting restart ho jata haj fix problam please mojeg,neutral,5,0.036872077731708426,"minecraft, love, play, please, like"
goood ggaaammse,neutral,1,0.00032520618303975873,"game, nice, like, favourite, fun"
pra avisar que da pra mudar controle na opo toque dentro mundo,neutral,5,0.00013516720193114894,"minecraft, love, play, please, like"
minecraft wont let u change skin,neutral,5,0.08744193055708221,"minecraft, love, play, please, like"
need tnt duper feature bedrock like java,neutral,5,0.028549153400294347,"minecraft, love, play, please, like"
definitely suggest play,neutral,5,0.02358290021053707,"minecraft, love, play, please, like"
wowwwwwwwww,neutral,1,0.0,"game, nice, like, favourite, fun"
nostalgia,neutral,5,0.0014145873511280797,"minecraft, love, play, please, like"
app intall problem cant download please help,neutral,5,0.0604607677788818,"minecraft, love, play, please, like"
please give minecraft play friend,neutral,5,0.1626965130886485,"minecraft, love, play, please, like"
cant play server pocket edition mobile almost never,neutral,5,0.04135804239667429,"minecraft, love, play, please, like"
always crash say minecraft stop close tha app,neutral,5,0.06212029893909781,"minecraft, love, play, please, like"
niceeeee,neutral,1,0.0,"game, nice, like, favourite, fun"
want refund,neutral,5,0.012322977591289114,"minecraft, love, play, please, like"
cant even download thats,neutral,5,0.037813432231300105,"minecraft, love, play, please, like"
vast,neutral,1,0.0,"game, nice, like, favourite, fun"
got cant install,neutral,5,0.032634111654125914,"minecraft, love, play, please, like"
pace boyyy,neutral,1,0.0,"game, nice, like, favourite, fun"
mojang baik,neutral,5,0.019163040148012254,"minecraft, love, play, please, like"
like app mobile mobile sometimes come end want refund becuz im broke wont let hope devs hear hello hear,neutral,5,0.026442214442898224,"minecraft, love, play, please, like"
login nahin hota hai manikaran please mat karo,neutral,5,0.017071467606468188,"minecraft, love, play, please, like"
mast hai,neutral,5,0.0026874526581312876,"minecraft, love, play, please, like"
bring back holiday creator feature,neutral,5,0.007995646800592388,"minecraft, love, play, please, like"
hey tap refund havent recieved money back,neutral,5,0.00951516272081984,"minecraft, love, play, please, like"
dont say masterpiece,neutral,5,0.011969716024134078,"minecraft, love, play, please, like"
viewing inventory diamond armor farm slowness arrow shot bundle diamond mace disappears idk clipped floor checked ground hopper chest couldnt find mace bundle still like cubecraft tho,neutral,5,0.009829202697560881,"minecraft, love, play, please, like"
pocket edition,neutral,5,0.007910645985825243,"minecraft, love, play, please, like"
cant install giving error,neutral,5,0.02589007279618121,"minecraft, love, play, please, like"
indian facing problem joining server disconnected server pls fix,neutral,5,0.03312867177303094,"minecraft, love, play, please, like"
yah bahut achcha minecraft hai mujhe nahin chahie pyar ho chuka hai bahut hi achcha,neutral,5,0.03348269500145271,"minecraft, love, play, please, like"
update work,neutral,5,0.016397663969738355,"minecraft, love, play, please, like"
opinion pay rupee minecraft install saying cant download mincraft please solve may problem time download install phone,neutral,5,0.08310758257150379,"minecraft, love, play, please, like"
mane pvp kya chode dunya pvp god bangei,neutral,5,0.0007915670387947099,"minecraft, love, play, please, like"
dont bring moana,neutral,5,0.008578474818113295,"minecraft, love, play, please, like"
big file mb rn plus yearly underwhelming update,neutral,5,0.007751254658406596,"minecraft, love, play, please, like"
bummmmmmmmmmmm,neutral,1,0.0,"game, nice, like, favourite, fun"
cant even save world,neutral,5,0.03083694633004264,"minecraft, love, play, please, like"
steve,neutral,5,0.0005927866467705914,"minecraft, love, play, please, like"
noice,neutral,1,9.812817792977346e-05,"game, nice, like, favourite, fun"
play device give please help,neutral,5,0.04721382631903628,"minecraft, love, play, please, like"
problem search google said didnt dont want pay,neutral,5,0.020665489285179278,"minecraft, love, play, please, like"
minecraft dont need rating highest,neutral,5,0.09759427977641308,"minecraft, love, play, please, like"
asome,neutral,1,0.0,"game, nice, like, favourite, fun"
juego por un tiempo encuentro con los esquemas de botones m horribles posibles ante usaba cruceta ahora para usar cruceta toca presionar un botn especfico que asco,neutral,5,0.0001797663326275642,"minecraft, love, play, please, like"
server problem ho rahi hai,neutral,5,0.0227729282702932,"minecraft, love, play, please, like"
mojang please add gamemode switcher,neutral,5,0.043161796623384416,"minecraft, love, play, please, like"
minecraft please something make like phone support minecraft friend also face problem please something soon possible please,neutral,5,0.12102956583877367,"minecraft, love, play, please, like"
wahh,neutral,1,0.0,"game, nice, like, favourite, fun"
okkkk,neutral,1,0.0,"game, nice, like, favourite, fun"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
yah minecraft wala haman pagal banaa raha hai yah mujhe sign nahin karne de raha hai,neutral,5,0.0363142698900921,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
chrome o version sold saparatly,neutral,5,0.007563988445262851,"minecraft, love, play, please, like"
remove holiday creation pack,neutral,5,0.002557305626444982,"minecraft, love, play, please, like"
bahoot gajab app hai ye bhai log,neutral,5,0.005951601989887724,"minecraft, love, play, please, like"
star connecting hive server,neutral,5,0.014973667319183709,"minecraft, love, play, please, like"
childhood,neutral,1,0.0028631788174475893,"game, nice, like, favourite, fun"
goated,neutral,1,0.0009294366675141883,"game, nice, like, favourite, fun"
mojang pls let instal already pay,neutral,5,0.014603118435681482,"minecraft, love, play, please, like"
minecraft install problem,neutral,5,0.14662325725759828,"minecraft, love, play, please, like"
minecraft beta varson without join beta varson plas fix cant play frand,neutral,5,0.10163179275236647,"minecraft, love, play, please, like"
accidentally purchased app please want refund,neutral,5,0.02338907751182803,"minecraft, love, play, please, like"
server joining,neutral,5,0.019523022523757674,"minecraft, love, play, please, like"
life,neutral,5,0.004271179942301012,"minecraft, love, play, please, like"
please solve disconnect server,neutral,5,0.03474306336117372,"minecraft, love, play, please, like"
backpack,neutral,1,0.0,"game, nice, like, favourite, fun"
buy say cant installed reason,neutral,5,0.02529752000846982,"minecraft, love, play, please, like"
minecraft gud,neutral,5,0.10456829642060082,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
app installed mobile phone,neutral,5,0.015513652647637816,"minecraft, love, play, please, like"
installed problem,neutral,5,0.018162980491115647,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
doesnt perform well samsung ultra,neutral,5,0.004422293922695953,"minecraft, love, play, please, like"
melhor sandbox j criado,neutral,3,0.0009638473185611464,"best, ever, world, game, played"
paid realm subscription freinds cant join realm fix,neutral,5,0.022903650272612246,"minecraft, love, play, please, like"
cant say anything hasnt already said,neutral,5,0.01885673816952667,"minecraft, love, play, please, like"
ni tenu dekh ke ji lagda,neutral,5,0.0008390793525627219,"minecraft, love, play, please, like"
op op op op op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
mincraft can download,neutral,5,0.014735545207685916,"minecraft, love, play, please, like"
mylove,neutral,1,0.0,"game, nice, like, favourite, fun"
refund please,neutral,5,0.0324651633141242,"minecraft, love, play, please, like"
app op please try,neutral,4,0.1562665563045352,"op, game, minecraft, ever, app"
spawned water blackwhen tried rejoin thing happenedi dissapointed paid buck application,neutral,5,0.008671954456159875,"minecraft, love, play, please, like"
please refund,neutral,5,0.0324651633141242,"minecraft, love, play, please, like"
please minecraft smp ki problem fix kar disconnect server wali,neutral,5,0.09593766645794048,"minecraft, love, play, please, like"
empressive,neutral,1,0.0,"game, nice, like, favourite, fun"
shaliq,neutral,1,0.0,"game, nice, like, favourite, fun"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
know,neutral,5,0.0077606895362507524,"minecraft, love, play, please, like"
e muy bueno el juego pero tengo problemas para conectarme jugar con mi amigo alguien puede brindar alguna solucin adems el juego ahora tiene demasiado lag daa demasiado la experiencia ahora siempre saca del juego,neutral,5,0.0017279250904281378,"minecraft, love, play, please, like"
yeah yeees,neutral,5,0.0019035355475478578,"minecraft, love, play, please, like"
el mejor juego de mi vida,neutral,5,0.0005288310418013635,"minecraft, love, play, please, like"
ausome,neutral,1,0.0,"game, nice, like, favourite, fun"
please solve server login problem g network,neutral,5,0.037569106745659775,"minecraft, love, play, please, like"
lagggggg nether every spawn,neutral,5,0.00575126230970787,"minecraft, love, play, please, like"
favourite,neutral,1,0.018461359757323076,"game, nice, like, favourite, fun"
cant install app,neutral,5,0.03635705572009585,"minecraft, love, play, please, like"
connect server g network,neutral,5,0.015239347978766027,"minecraft, love, play, please, like"
can play cuz respoding,neutral,5,0.02111743964620036,"minecraft, love, play, please, like"
server joining india cant join server showing disconnected server mojang please fix issue soon possible,neutral,5,0.050927780247880604,"minecraft, love, play, please, like"
minecraft ive tip please increase build height limit nether people build nether rooftop,neutral,5,0.050074302880761375,"minecraft, love, play, please, like"
lost hardcore world bruh,neutral,5,0.009228226466367579,"minecraft, love, play, please, like"
server join problem plz fix,neutral,5,0.04312167341186781,"minecraft, love, play, please, like"
joining hive server,neutral,5,0.014722577487730785,"minecraft, love, play, please, like"
india well cant join server tried trick worked please mojang fix,neutral,5,0.0507793292955076,"minecraft, love, play, please, like"
lag stuck screen time problem also purchased friend,neutral,5,0.029274545216242984,"minecraft, love, play, please, like"
pressure plate,neutral,1,0.0,"game, nice, like, favourite, fun"
cant even sign wth,neutral,5,0.02185168107693713,"minecraft, love, play, please, like"
mid,neutral,5,0.00044600793682556965,"minecraft, love, play, please, like"
everytime try join server say login xbox account even though signed everything even xbox app please fix issue,neutral,5,0.03505603052392087,"minecraft, love, play, please, like"
guy minecraft doesnt like minecraft,neutral,5,0.17870041646228174,"minecraft, love, play, please, like"
hello mojang server issue minecraft server problem click join world get disconnected som time pls mojang fix,neutral,5,0.08743112044470816,"minecraft, love, play, please, like"
renewing realm still showing realm expired,neutral,5,0.00735269227303656,"minecraft, love, play, please, like"
minecraft limit creativity,neutral,5,0.08968541553945664,"minecraft, love, play, please, like"
play bro stopped back,neutral,5,0.022617618798183657,"minecraft, love, play, please, like"
priyanshu kumar mahato,neutral,1,0.0,"game, nice, like, favourite, fun"
please put anything left hand minecraft please change,neutral,5,0.08475102125080258,"minecraft, love, play, please, like"
server opan,neutral,5,0.029400348872444894,"minecraft, love, play, please, like"
please fix cant download minecraft,neutral,5,0.16681604485655308,"minecraft, love, play, please, like"
imagination never end,neutral,5,0.0035376908990386036,"minecraft, love, play, please, like"
mojang please fix server disconnect problem,neutral,5,0.055495724968354046,"minecraft, love, play, please, like"
would like refund nothing minecraft need refund please want money back,neutral,5,0.08487535479507542,"minecraft, love, play, please, like"
server keep disconnecting every time try play fix,neutral,5,0.048353562805209534,"minecraft, love, play, please, like"
trying play friend online never show online time trying figure way around luck,neutral,5,0.023896217216213617,"minecraft, love, play, please, like"
melio joco di todus u tenpus,neutral,1,0.00018651896712864203,"game, nice, like, favourite, fun"
gene,neutral,1,0.0,"game, nice, like, favourite, fun"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
please lifeboat survival mode level armour enchant andglitches,neutral,5,0.016222045647614945,"minecraft, love, play, please, like"
beutifulllllll,neutral,1,0.0,"game, nice, like, favourite, fun"
remove render dragon,neutral,5,0.0028114123107031014,"minecraft, love, play, please, like"
sarvar network beach,neutral,5,0.0012027920184972528,"minecraft, love, play, please, like"
put star cause see problem get skin pack download one somewhere else wont let open need fix would put star would see,neutral,5,0.02953106971420953,"minecraft, love, play, please, like"
keep terrarium like boss,neutral,5,0.031804408194652814,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
world,neutral,3,0.025844226630745273,"best, ever, world, game, played"
minecraft installed please help fix problem,neutral,5,0.11839774813554284,"minecraft, love, play, please, like"
havent friend,neutral,5,0.017137290341179917,"minecraft, love, play, please, like"
vickyboss,neutral,1,0.0,"game, nice, like, favourite, fun"
bestt,neutral,1,0.0,"game, nice, like, favourite, fun"
need refund,neutral,5,0.01015874780944707,"minecraft, love, play, please, like"
ghatiya app ha ekadam bekar,neutral,5,0.004059420639154769,"minecraft, love, play, please, like"
showing error purchasing subscription,neutral,5,0.003408378307146479,"minecraft, love, play, please, like"
mi opinin e que e unos de los mejores juegos por qu fomenta la creatividad la experiencia de la aventura muchas cosas que gustaron la comunidad e una de la mejores yo lo tena pirateado pero gust mucho que lo compre por solo quetzales yo lo conoc por mi hermano pero llamo la atencin pero encanto su jugabilidadlo repito mucho pero e grandioso este juego mil de mil ya aburr,neutral,5,0.0006015453444342253,"minecraft, love, play, please, like"
mojang please fix server disconnect problem,neutral,5,0.055495724968354046,"minecraft, love, play, please, like"
way download world case lose every world import world save file,neutral,5,0.022690763871600475,"minecraft, love, play, please, like"
let make bottle enchanting,neutral,5,0.00943603967687542,"minecraft, love, play, please, like"
cant update minecraft,neutral,5,0.16766750655594925,"minecraft, love, play, please, like"
hap helloween pys,neutral,1,0.0,"game, nice, like, favourite, fun"
like,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
explanation needed,neutral,5,0.0004913175188279887,"minecraft, love, play, please, like"
miss notch,neutral,5,0.0004887844496687243,"minecraft, love, play, please, like"
minecraft play world suddenly freeze restarts ipad,neutral,5,0.09825575662597513,"minecraft, love, play, please, like"
lot experience,neutral,5,0.005437182962915844,"minecraft, love, play, please, like"
childrelike,neutral,1,0.0,"game, nice, like, favourite, fun"
literal childhood pocket,neutral,5,0.003972907528734493,"minecraft, love, play, please, like"
please add resource pack,neutral,5,0.020859908137525564,"minecraft, love, play, please, like"
peace,neutral,5,0.0008494673852706482,"minecraft, love, play, please, like"
aw man wanted downgrade use toolbox,neutral,5,0.003921202025259366,"minecraft, love, play, please, like"
still lag vivo tx g phone overheated gaming,neutral,5,0.01487795065460724,"minecraft, love, play, please, like"
jogo quadrado e ruim,neutral,5,4.29470543442225e-06,"minecraft, love, play, please, like"
mne minecraft purchase kiya lekin usme refund ka option aya wo download nhi hua minecraft cheating karta hai tu,neutral,5,0.10307568278044495,"minecraft, love, play, please, like"
never playing cant install,neutral,5,0.03751449146720303,"minecraft, love, play, please, like"
world gone,neutral,3,0.013164541476768914,"best, ever, world, game, played"
bring back childhood,neutral,5,0.006878949807694913,"minecraft, love, play, please, like"
refund dont enough space download,neutral,5,0.018327667051564113,"minecraft, love, play, please, like"
india join sever problem internet g phone join pls fix problem,neutral,5,0.03790401704639564,"minecraft, love, play, please, like"
ip address,neutral,5,0.001020285665388788,"minecraft, love, play, please, like"
minecraft player actually need talk course star,neutral,5,0.07162306726196023,"minecraft, love, play, please, like"
bast gam avar,neutral,1,0.003290654030505022,"game, nice, like, favourite, fun"
supee,neutral,1,0.0,"game, nice, like, favourite, fun"
man fireeee,neutral,5,0.0008432370553815121,"minecraft, love, play, please, like"
amezing,neutral,1,0.0,"game, nice, like, favourite, fun"
question way dont think would happened anyone,neutral,5,0.009949888840772367,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
gooder like,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
please make minecraft licence,neutral,5,0.1672205260709604,"minecraft, love, play, please, like"
masta,neutral,1,0.0,"game, nice, like, favourite, fun"
ta bueno,neutral,5,0.00011448121786176754,"minecraft, love, play, please, like"
yas,neutral,1,0.0,"game, nice, like, favourite, fun"
possible log onto p minecraft account fabian btw name name andrej,neutral,5,0.0521858719431708,"minecraft, love, play, please, like"
could install didnt work device,neutral,5,0.018347993242303778,"minecraft, love, play, please, like"
deleted game free storage came back download compatible device,neutral,1,0.022085188564317255,"game, nice, like, favourite, fun"
mind craft pocket edition ke sarvar nahin chal rahe hain wifi connect karne se solution please mujhe,neutral,5,0.012452023162180099,"minecraft, love, play, please, like"
cant get batea,neutral,5,0.03779941017948736,"minecraft, love, play, please, like"
rapi,neutral,1,0.0,"game, nice, like, favourite, fun"
cant see multiplayer option enabled,neutral,5,0.020768846141243788,"minecraft, love, play, please, like"
india mai minecraft mai koi bhi server jion ho raha hai plzsolve problem,neutral,5,0.05419394865775129,"minecraft, love, play, please, like"
couldnt download app send money,neutral,5,0.016574950048744555,"minecraft, love, play, please, like"
mast hai,neutral,5,0.0026874526581312876,"minecraft, love, play, please, like"
never going delete,neutral,5,0.004991438557317586,"minecraft, love, play, please, like"
version koe server join nea ta aa pls help mojaga,neutral,5,0.026153670993707506,"minecraft, love, play, please, like"
playing minecraft pe year,neutral,5,0.10626826861169603,"minecraft, love, play, please, like"
play friend name,neutral,5,0.042687836437334,"minecraft, love, play, please, like"
masterpiece,neutral,1,0.0005032958031965781,"game, nice, like, favourite, fun"
recent update unable join server big problem play android country india many user playing android facing issue use wifi vpn run switch mobile data always say disconnected server team fix issue rate star,neutral,5,0.04094492937932482,"minecraft, love, play, please, like"
thanks biggest update membership thanks fulfill wish game thank,neutral,1,0.025898126028298715,"game, nice, like, favourite, fun"
hula huuuui,neutral,1,0.0,"game, nice, like, favourite, fun"
buy minecraft doesnt download mobile,neutral,5,0.10479114001497049,"minecraft, love, play, please, like"
made lot friend playing,neutral,5,0.028243330711842613,"minecraft, love, play, please, like"
speechless,neutral,1,0.0,"game, nice, like, favourite, fun"
kaya babi,neutral,1,0.0,"game, nice, like, favourite, fun"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
minecraft solve please please please server joining mai server join nhi hota hai kisi ka bhi youtube pai bhi ja kar dikho,neutral,5,0.06789961908287831,"minecraft, love, play, please, like"
birthday gift si,neutral,3,0.00035248487092753,"best, ever, world, game, played"
bahi install hi nahi ho raha hai kya karna chahiye please help,neutral,5,0.023055026873181932,"minecraft, love, play, please, like"
besssstttttttt emotion,neutral,1,0.0009862826543912751,"game, nice, like, favourite, fun"
please put back holiday creator feature,neutral,5,0.020932408351570213,"minecraft, love, play, please, like"
none addons working still play minecraft,neutral,5,0.08622951805824566,"minecraft, love, play, please, like"
storage problem please fix,neutral,5,0.0453436484342588,"minecraft, love, play, please, like"
add arch illager,neutral,5,0.01238280075008136,"minecraft, love, play, please, like"
cant use custom skin one image file without connecting internet,neutral,5,0.01899445308754087,"minecraft, love, play, please, like"
please remove reander dragon,neutral,5,0.020436572339311773,"minecraft, love, play, please, like"
goat,neutral,5,0.0015993968981231543,"minecraft, love, play, please, like"
um jogo incrvel ma muito pesado recomendo jogo ma se ten um dispositivo que aguente com bastante instales,neutral,5,0.0001011347360067962,"minecraft, love, play, please, like"
yiyo,neutral,1,0.0,"game, nice, like, favourite, fun"
cant play friend like wtttt,neutral,5,0.086012546992117,"minecraft, love, play, please, like"
crafting diest work,neutral,5,0.004717707101923269,"minecraft, love, play, please, like"
goooooooodddddddddd,neutral,1,0.0,"game, nice, like, favourite, fun"
wont let download app,neutral,5,0.02146871365639176,"minecraft, love, play, please, like"
wasnt installing,neutral,5,0.0017146964289639424,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
market place working,neutral,5,0.003953179084622662,"minecraft, love, play, please, like"
oppppppppp,neutral,1,0.0,"game, nice, like, favourite, fun"
opop,neutral,1,0.0,"game, nice, like, favourite, fun"
well would play last update wont open tablet matter troubleshooting tip including uninstalling reinstalling,neutral,5,0.01799138826418293,"minecraft, love, play, please, like"
mera download nhi ho rha hai,neutral,5,0.012041961634707471,"minecraft, love, play, please, like"
mojang sell skin gojo please,neutral,5,0.03771492528572483,"minecraft, love, play, please, like"
plsss add way downgrade,neutral,5,0.012112241888316779,"minecraft, love, play, please, like"
creaking biome fr hell,neutral,5,0.001774126676332365,"minecraft, love, play, please, like"
give star rating,neutral,5,0.011208236125443563,"minecraft, love, play, please, like"
niceeeeeeeeeeee niceeeeeeeeeeee niceeeeeeeeeeee,neutral,1,0.0,"game, nice, like, favourite, fun"
finally price drop buy officially,neutral,5,0.005320708561558518,"minecraft, love, play, please, like"
im still giving even working phone say similarity data,neutral,5,0.023518253698400902,"minecraft, love, play, please, like"
gak bisa download,neutral,5,0.01015862821794329,"minecraft, love, play, please, like"
cant play,neutral,5,0.06633471977424849,"minecraft, love, play, please, like"
cant sign brings back put email please fix,neutral,5,0.038569879437595836,"minecraft, love, play, please, like"
okkkk,neutral,1,0.0,"game, nice, like, favourite, fun"
update work dont star oh well,neutral,5,0.01707645149574549,"minecraft, love, play, please, like"
bendermc goat,neutral,5,0.0015993968981231543,"minecraft, love, play, please, like"
guy guy ad like minecraft,neutral,5,0.07143854775466349,"minecraft, love, play, please, like"
bugrock fix game please used look game fun day there many bug,neutral,1,0.043938441436144386,"game, nice, like, favourite, fun"
need help help minecraft,neutral,5,0.07847758481624606,"minecraft, love, play, please, like"
wonderfull experience,neutral,5,0.0018823732988834324,"minecraft, love, play, please, like"
mutliplayer garbage cant join friend world multiple restarts needed,neutral,5,0.02939578331765602,"minecraft, love, play, please, like"
aacha hai par jaldi village iron diamond nahi milte hai,neutral,5,0.0037254209233326487,"minecraft, love, play, please, like"
uhhjj,neutral,1,0.0,"game, nice, like, favourite, fun"
poopcraft,neutral,1,0.0,"game, nice, like, favourite, fun"
wala lang bout ka nganong star akong go rate,neutral,5,0.006408829589579963,"minecraft, love, play, please, like"
can gameplay ever,neutral,3,0.027246894131120004,"best, ever, world, game, played"
achi haij,neutral,1,0.0,"game, nice, like, favourite, fun"
paid rupee saying can installed,neutral,5,0.008100594724045323,"minecraft, love, play, please, like"
lover steve,neutral,5,0.0005927866467705914,"minecraft, love, play, please, like"
app aint responding,neutral,5,0.007153342181621543,"minecraft, love, play, please, like"
report bug,neutral,5,0.004968928545297329,"minecraft, love, play, please, like"
like,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
sarvar join disconnect sarvar,neutral,5,0.00527487945100348,"minecraft, love, play, please, like"
goood,neutral,1,0.00032520618303975873,"game, nice, like, favourite, fun"
minecraft india internet connection problem fix,neutral,5,0.0869576694520371,"minecraft, love, play, please, like"
download minecraft installed purchase try refund icon,neutral,5,0.0727215162105912,"minecraft, love, play, please, like"
ta bien chido wey,neutral,5,0.00015583754292224195,"minecraft, love, play, please, like"
like mojang change minecraft friend,neutral,5,0.1376878446128067,"minecraft, love, play, please, like"
iam groot,neutral,5,0.001035152576011477,"minecraft, love, play, please, like"
maja ata hai khelne,neutral,5,0.0026882701292413394,"minecraft, love, play, please, like"
masterpiece,neutral,1,0.0005032958031965781,"game, nice, like, favourite, fun"
thing like beat ender fart,neutral,5,0.01722351964220853,"minecraft, love, play, please, like"
mana addon gratis yg kau janjikan,neutral,5,0.00077983571977929,"minecraft, love, play, please, like"
heel leuk sowiezo dat online met mensen kunnen vechten ezv,neutral,5,0.0029531749932885233,"minecraft, love, play, please, like"
competition,neutral,1,0.0,"game, nice, like, favourite, fun"
mantap,neutral,1,0.0,"game, nice, like, favourite, fun"
mindcraft idelesh bhaiya pvp challenge,neutral,5,0.00039289055754648697,"minecraft, love, play, please, like"
can leave beta can play friend,neutral,5,0.027782478148769326,"minecraft, love, play, please, like"
lag biggest bag fix problem heat phone,neutral,5,0.0373066564355591,"minecraft, love, play, please, like"
found cross seed,neutral,5,0.0008419861579618713,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
op app,neutral,4,0.2180381877821465,"op, game, minecraft, ever, app"
let downlod,neutral,5,0.0062370886161850205,"minecraft, love, play, please, like"
even x png image cant anything imported skin,neutral,5,0.019236412968749193,"minecraft, love, play, please, like"
there bug try upload custom skin say skin isnt compatible even though everythings alright png x bug around quite,neutral,5,0.014506437198863388,"minecraft, love, play, please, like"
grow minecraft,neutral,5,0.2787414282385015,"minecraft, love, play, please, like"
pedal,neutral,1,0.0,"game, nice, like, favourite, fun"
yt xpiroo,neutral,1,0.0,"game, nice, like, favourite, fun"
finally game free,neutral,1,0.04207538641477643,"game, nice, like, favourite, fun"
tum mujhe one versus one custom mein harayega teri bus ki baat nahin hai phone baja paisa wala seen nahin hai roll number,neutral,5,0.008100177004756744,"minecraft, love, play, please, like"
let log account,neutral,5,0.007094841501221415,"minecraft, love, play, please, like"
lost world one ting,neutral,5,0.0153943946512519,"minecraft, love, play, please, like"
like game game make feel happy,neutral,1,0.070609694544158,"game, nice, like, favourite, fun"
want refund doesnt give refund,neutral,5,0.015297537629538595,"minecraft, love, play, please, like"
gg,neutral,1,0.0,"game, nice, like, favourite, fun"
downloaded,neutral,5,0.0022840815268158933,"minecraft, love, play, please, like"
op minecraft,neutral,4,0.2614379916802562,"op, game, minecraft, ever, app"
gooooooooooooooooooooooooooooooooood,neutral,1,0.0,"game, nice, like, favourite, fun"
sigma,neutral,5,0.0006319661698485604,"minecraft, love, play, please, like"
minecraft,neutral,5,0.2787414282385015,"minecraft, love, play, please, like"
mine craft,neutral,5,0.0029368035554760675,"minecraft, love, play, please, like"
minecraft responding,neutral,5,0.11191516205439062,"minecraft, love, play, please, like"
im,neutral,5,0.013184992120049768,"minecraft, love, play, please, like"
cant join server even latest version whenever tried join server show disconnected server unable connect server,neutral,5,0.04014833078147006,"minecraft, love, play, please, like"
cant join friend server mobile data even mobile data setting still cant open,neutral,5,0.0411173704253889,"minecraft, love, play, please, like"
extrem de tare ador,neutral,5,0.0002353633006573186,"minecraft, love, play, please, like"
kriper aw men,neutral,1,0.0,"game, nice, like, favourite, fun"
muito bom porm perde tempo com atualizaes pequenas e desenvolve jogo de verdade,neutral,5,0.000124643070074122,"minecraft, love, play, please, like"
minecraft koi mujhe apne surver add karlo please,neutral,5,0.08889563745580277,"minecraft, love, play, please, like"
reason uninstalled mincraft,neutral,5,0.003062937665867316,"minecraft, love, play, please, like"
hell world got deleted please store world external aftermonths rebuilded world,neutral,5,0.02329637529199247,"minecraft, love, play, please, like"
cant creating world,neutral,5,0.026232570713227227,"minecraft, love, play, please, like"
azan,neutral,1,0.0,"game, nice, like, favourite, fun"
ya download ehy nay download hoty,neutral,5,0.021483908532896574,"minecraft, love, play, please, like"
getting downloaded,neutral,5,0.003916486285033827,"minecraft, love, play, please, like"
join server please solve problem,neutral,5,0.05276460037526026,"minecraft, love, play, please, like"
chin tapak tam tam,neutral,1,0.0,"game, nice, like, favourite, fun"
bahut maja aaya,neutral,1,0.0007963930481377088,"game, nice, like, favourite, fun"
fire,neutral,5,0.00219709459001309,"minecraft, love, play, please, like"
joined beta couldnt leave,neutral,5,0.006428823791896022,"minecraft, love, play, please, like"
bhaaaaaaa,neutral,1,0.0,"game, nice, like, favourite, fun"
cant sign microsoft account everytime confirm password let sign even tho password correct,neutral,5,0.01425019528730286,"minecraft, love, play, please, like"
plz fix server joining issue can join mobile data,neutral,5,0.030094923759846626,"minecraft, love, play, please, like"
add holiday feature back minecraft,neutral,5,0.08698520905752405,"minecraft, love, play, please, like"
year wanting finally got,neutral,5,0.009289156960419861,"minecraft, love, play, please, like"
im fan,neutral,5,0.0073411922348564605,"minecraft, love, play, please, like"
cant even get minecraft mojang please fix im begging mojang please please mogang please,neutral,5,0.11045932959014641,"minecraft, love, play, please, like"
